,0
0,0.00234959694628
1,0.00234959694628
2,0.00234959694628
3,0.00234959694628
4,0.00234959694628
5,0.00234959694628
6,0.00234959694628
7,0.00234959694628
8,0.00234959694628
9,0.00234959694628
10,0.00234959694628
11,0.00234959694628
12,0.00234959694628
13,0.00234959694628
14,0.00234959694628
15,0.00234959694628
16,0.00234959694628
17,0.00234959694628
18,0.00234959694628
19,0.00234959694628
20,0.00234959694628
21,0.00234959694628
22,0.00234959694628
23,0.00234959694628
24,0.00234959694628
25,0.00234959694628
26,0.00234959694628
27,0.00234959694628
28,0.00234959694628
29,0.00234959694628
30,0.00234959694628
31,0.00234959694628
32,0.00234959694628
33,0.00234959694628
34,0.00234959694628
35,0.00234959694628
36,0.00234959694628
37,0.00234959694628
38,0.00234959694628
39,0.00234959694628
40,0.00234959694628
41,0.00234959694628
42,0.00234959694628
43,0.00234959694628
44,0.00234959694628
45,0.00234959694628
46,0.00234959694628
47,0.00234959694628
48,0.00234959694628
49,0.00234959694628
50,0.00234959694628
51,0.00234959694628
52,0.00234959694628
53,0.00234959694628
54,0.00234959694628
55,0.00234959694628
56,0.00234959694628
57,0.00234959694628
58,0.00234959694628
59,0.00234959694628
60,0.00234959694628
61,0.00234959694628
62,0.00234959694628
63,0.00234959694628
64,0.00234959694628
65,0.00234959694628
66,0.00234959694628
67,0.00234959694628
68,0.00234959694628
69,0.00234959694628
70,0.00234959694628
71,0.00234959694628
72,0.00234959694628
73,0.00234959694628
74,0.00234959694628
75,0.00234959694628
76,0.00234959694628
77,0.00234959694628
78,0.00234959694628
79,0.00234959694628
80,0.00234959694628
81,0.00234959694628
82,0.00234959694628
83,0.00234959694628
84,0.00234959694628
85,0.00234959694628
86,0.00234959694628
87,0.00234959694628
88,0.00234959694628
89,0.00234959694628
90,0.00234959694628
91,0.00234959694628
92,0.00234959694628
93,0.00234959694628
94,0.00234959694628
95,0.00234959694628
96,0.00234959694628
97,0.00234959694628
98,0.00234959694628
99,0.00234959694628
100,0.00234959694628
101,0.00234959694628
102,0.00234959694628
103,0.00234959694628
104,0.00234959694628
105,0.00234959694628
106,0.00234959694628
107,0.00234959694628
108,0.00234959694628
109,0.00234959694628
110,0.00234959694628
111,0.00234959694628
112,0.00234959694628
113,0.00234959694628
114,0.00234959694628
115,0.00234959694628
116,0.00234959694628
117,0.00234959694628
118,0.00234959694628
119,0.00234959694628
120,0.00234959694628
121,0.00234959694628
122,0.00234959694628
123,0.00234959694628
124,0.00234959694628
125,0.00234959694628
126,0.00234959694628
127,0.00234959694628
128,0.00234959694628
129,0.00234959694628
130,0.00234959694628
131,0.00234959694628
132,0.00234959694628
133,0.00234959694628
134,0.00234959694628
135,0.00234959694628
136,0.00234959694628
137,0.00234959694628
138,0.00234959694628
139,0.00234959694628
140,0.00234959694628
141,0.00234959694628
142,0.00234959694628
143,0.00234959694628
144,0.00234959694628
145,0.00234959694628
146,0.00234959694628
147,0.00234959694628
148,0.00234959694628
149,0.00234959694628
150,0.00234959694628
151,0.00234959694628
152,0.00234959694628
153,0.00234959694628
154,0.00234959694628
155,0.00234959694628
156,0.00234959694628
157,0.00234959694628
158,0.00234959694628
159,0.00234959694628
160,0.00234959694628
161,0.00234959694628
162,0.00234959694628
163,0.00234959694628
164,0.00234959694628
165,0.00234959694628
166,0.00234959694628
167,0.00234959694628
168,0.00234959694628
169,0.00234959694628
170,0.00234959694628
171,0.00234959694628
172,0.00234959694628
173,0.00234959694628
174,0.00234959694628
175,0.00234959694628
176,0.00234959694628
177,0.00234959694628
178,0.00234959694628
179,0.00234959694628
180,0.00234959694628
181,0.00234959694628
182,0.00234959694628
183,0.00234959694628
184,0.00234959694628
185,0.00234959694628
186,0.00234959694628
187,0.00234959694628
188,0.00234959694628
189,0.00234959694628
190,0.00234959694628
191,0.00234959694628
192,0.00234959694628
193,0.00234959694628
194,0.00234959694628
195,0.00234959694628
196,0.00234959694628
197,0.00234959694628
198,0.00234959694628
199,0.00234959694628
200,0.00234959694628
201,0.00234959694628
202,0.00234959694628
203,0.00234959694628
204,0.00234959694628
205,0.00234959694628
206,0.00234959694628
207,0.00234959694628
208,0.00234959694628
209,0.00234959694628
210,0.00234959694628
211,0.00234959694628
212,0.00234959694628
213,0.00234959694628
214,0.00234959694628
215,0.00234959694628
216,0.00234959694628
217,0.00234959694628
218,0.00234959694628
219,0.00234959694628
220,0.00234959694628
221,0.00234959694628
222,0.00234959694628
223,0.00234959694628
224,0.00234959694628
225,0.00234959694628
226,0.00234959694628
227,0.00234959694628
228,0.00234959694628
229,0.00234959694628
230,0.00234959694628
231,0.00234959694628
232,0.00234959694628
233,0.00234959694628
234,0.00234959694628
235,0.00234959694628
236,0.00234959694628
237,0.00234959694628
238,0.00234959694628
239,0.00234959694628
240,0.00234959694628
241,0.00234959694628
242,0.00234959694628
243,0.00234959694628
244,0.00234959694628
245,0.00234959694628
246,0.00234959694628
247,0.00234959694628
248,0.00234959694628
249,0.00234959694628
250,0.00234959694628
251,0.00234959694628
252,0.00234959694628
253,0.00234959694628
254,0.00234959694628
255,0.00234959694628
256,0.00234959694628
257,0.00234959694628
258,0.00234959694628
259,0.00234959694628
260,0.00234959694628
261,0.00234959694628
262,0.00234959694628
263,0.00234959694628
264,0.00234959694628
265,0.00234959694628
266,0.00234959694628
267,0.00234959694628
268,0.00234959694628
269,0.00234959694628
270,0.00234959694628
271,0.00234959694628
272,0.00234959694628
273,0.00234959694628
274,0.00234959694628
275,0.00234959694628
276,0.00234959694628
277,0.00234959694628
278,0.00234959694628
279,0.00234959694628
280,0.00234959694628
281,0.00234959694628
282,0.00234959694628
283,0.00234959694628
284,0.00234959694628
285,0.00234959694628
286,0.00234959694628
287,0.00234959694628
288,0.00234959694628
289,0.00234959694628
290,0.00234959694628
291,0.00234959694628
292,0.00234959694628
293,0.00234959694628
294,0.00234959694628
295,0.00234959694628
296,0.00234959694628
297,0.00234959694628
298,0.00234959694628
299,0.00234959694628
300,0.00234959694628
301,0.00234959694628
302,0.00234959694628
303,0.00234959694628
304,0.00234959694628
